sid,id,target,category,polarity,from,to
1749:11,1749:11:0,паб,RESTAURANT#GENERAL,positive,26,29
1749:12,1749:12:0,место,RESTAURANT#GENERAL,positive,24,29
1751:1,1751:1:0,Заведение,RESTAURANT#GENERAL,positive,0,9
1751:2,1751:2:0,Зал,AMBIENCE#GENERAL,positive,0,3
1751:2,1751:2:1,места,AMBIENCE#GENERAL,positive,47,52
1751:3,1751:3:0,столики,AMBIENCE#GENERAL,positive,8,15
1751:4,1751:4:0,Меню,FOOD#STYLE_OPTIONS,neutral,0,4
1751:8,1751:8:0,палтуса запеченного,FOOD#QUALITY,positive,12,31
1751:8,1751:8:1,палтуса запеченного,FOOD#STYLE_OPTIONS,positive,12,31
1751:11,1751:11:0,Салат грибной,FOOD#QUALITY,positive,0,13
1751:11,1751:11:1,порция,FOOD#STYLE_OPTIONS,positive,26,32
1751:12,1751:12:0,Кофе-десерт,FOOD#QUALITY,positive,0,11
1751:13,1751:13:0,месте,RESTAURANT#GENERAL,positive,51,56
1751:14,1751:14:0,NULL,RESTAURANT#GENERAL,positive,0,0
17572:1,17572:1:0,молодой человек-администратор,SERVICE#GENERAL,negative,33,62
17572:7,17572:7:0,диванчиках,AMBIENCE#GENERAL,positive,44,54
17572:8,17572:8:0,вид,LOCATION#GENERAL,positive,22,25
17572:9,17572:9:0,официант,SERVICE#GENERAL,positive,47,55
17572:10,17572:10:0,теплым мексиканским салатом,FOOD#QUALITY,positive,50,77
17572:10,17572:10:1,карпаччо из утиной грудки,FOOD#QUALITY,positive,80,105
17572:11,17572:11:0,Холодные закуска,FOOD#QUALITY,positive,0,16
17572:11,17572:11:1,салат,FOOD#QUALITY,positive,19,24
17572:12,17572:12:0,Горячее,FOOD#QUALITY,positive,0,7
17572:13,17572:13:0,Официант,SERVICE#GENERAL,positive,0,8
17572:14,17572:14:0,NULL,SERVICE#GENERAL,positive,0,0
17572:15,17572:15:0,NULL,SERVICE#GENERAL,positive,0,0
17572:16,17572:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
17572:17,17572:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
17572:18,17572:18:0,NULL,RESTAURANT#GENERAL,positive,0,0
17999:2,17999:2:0,NULL,SERVICE#GENERAL,positive,0,0
17999:2,17999:2:1,столик,AMBIENCE#GENERAL,positive,48,54
17999:3,17999:3:0,Официант,SERVICE#GENERAL,negative,0,8
17999:4,17999:4:0,NULL,SERVICE#GENERAL,negative,0,0
17999:5,17999:5:0,официанты,SERVICE#GENERAL,negative,37,46
17999:6,17999:6:0,NULL,AMBIENCE#GENERAL,negative,0,0
17999:7,17999:7:0,NULL,SERVICE#GENERAL,negative,0,0
17999:8,17999:8:0,ресторан,RESTAURANT#GENERAL,positive,8,16
17999:8,17999:8:1,место,LOCATION#GENERAL,positive,54,59
17999:8,17999:8:2,кухня,FOOD#QUALITY,positive,62,67
17999:8,17999:8:3,обслуживание,SERVICE#GENERAL,negative,92,104
18003:4,18003:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
18003:5,18003:5:0,официантка,SERVICE#GENERAL,positive,41,51
18003:9,18003:9:0,блюд,FOOD#STYLE_OPTIONS,positive,22,26
18003:10,18003:10:0,NULL,FOOD#QUALITY,negative,0,0
18003:11,18003:11:0,NULL,FOOD#QUALITY,negative,0,0
18003:12,18003:12:0,мясо,FOOD#QUALITY,negative,3,7
18003:12,18003:12:1,рыба,FOOD#QUALITY,negative,21,25
18003:12,18003:12:2,спиртных напитках,DRINKS#QUALITY,positive,57,74
18003:13,18003:13:0,Винная карта,DRINKS#STYLE_OPTIONS,positive,0,12
18003:14,18003:14:0,вин,DRINKS#QUALITY,positive,9,12
18003:15,18003:15:0,NULL,RESTAURANT#GENERAL,neutral,0,0
18003:16,18003:16:0,NULL,RESTAURANT#GENERAL,negative,0,0
18148:0,18148:0:0,место,RESTAURANT#GENERAL,positive,32,37
18148:1,18148:1:0,районов города,LOCATION#GENERAL,positive,54,68
18148:2,18148:2:0,официантка,SERVICE#GENERAL,positive,64,74
18148:3,18148:3:0,Меню,FOOD#STYLE_OPTIONS,positive,0,4
18148:3,18148:3:1,десертов,FOOD#STYLE_OPTIONS,positive,45,53
18148:3,18148:3:2,алкогольных коктейлей,DRINKS#STYLE_OPTIONS,positive,70,91
18148:3,18148:3:3,горячее,FOOD#PRICES,negative,137,144
18148:3,18148:3:4,салаты,FOOD#PRICES,negative,147,153
18148:4,18148:4:0,NULL,RESTAURANT#PRICES,negative,0,0
18148:5,18148:5:0,свободных мест,AMBIENCE#GENERAL,negative,46,60
18148:5,18148:5:1,официанты,SERVICE#GENERAL,negative,78,87
18148:5,18148:5:2,десертов,FOOD#STYLE_OPTIONS,negative,108,116
18148:6,18148:6:0,атмосфера,AMBIENCE#GENERAL,positive,24,33
18148:7,18148:7:0,меню,FOOD#STYLE_OPTIONS,positive,2,6
18148:8,18148:8:0,пасту 4 сыра,FOOD#STYLE_OPTIONS,positive,28,40
18148:8,18148:8:1,пасту 4 сыра,FOOD#QUALITY,positive,28,40
18220:2,18220:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
18220:3,18220:3:0,NULL,SERVICE#GENERAL,positive,0,0
18220:4,18220:4:0,свечи,AMBIENCE#GENERAL,positive,34,39
18220:4,18220:4:1,заведение,RESTAURANT#GENERAL,positive,154,163
18220:5,18220:5:0,приглушенный свет,AMBIENCE#GENERAL,positive,8,25
18220:5,18220:5:1,музыка,AMBIENCE#GENERAL,positive,37,43
18220:5,18220:5:2,персонал,SERVICE#GENERAL,positive,64,72
18220:6,18220:6:0,кухню,FOOD#QUALITY,neutral,4,9
18220:7,18220:7:0,"""Капрезе""",FOOD#QUALITY,neutral,0,9
18220:7,18220:7:1,медальоны,FOOD#QUALITY,neutral,11,20
18220:7,18220:7:2,""" Цезарь""",FOOD#QUALITY,neutral,21,30
18220:7,18220:7:3,фирменный ролл,FOOD#QUALITY,neutral,32,46
18220:7,18220:7:4,атмосфера,AMBIENCE#GENERAL,positive,126,135
18220:8,18220:8:0,заведение,RESTAURANT#GENERAL,positive,101,110
18220:9,18220:9:0,обслуживание,SERVICE#GENERAL,positive,55,67
18220:10,18220:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
18220:11,18220:11:0,NULL,RESTAURANT#GENERAL,positive,0,0
18253:1,18253:1:0,Кухня,FOOD#QUALITY,positive,0,5
18253:1,18253:1:1,обслуживание,SERVICE#GENERAL,negative,20,32
18253:2,18253:2:0,NULL,SERVICE#GENERAL,negative,0,0
18253:3,18253:3:0,NULL,SERVICE#GENERAL,negative,0,0
18253:4,18253:4:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
18253:5,18253:5:0,десертов,FOOD#STYLE_OPTIONS,negative,6,14
18253:6,18253:6:0,Паста,FOOD#QUALITY,positive,0,5
18253:7,18253:7:0,пицца,FOOD#QUALITY,neutral,6,11
18253:8,18253:8:0,NULL,FOOD#PRICES,negative,0,0
18430:1,18430:1:0,официант,SERVICE#GENERAL,positive,143,151
18430:2,18430:2:0,заведение,RESTAURANT#GENERAL,positive,8,17
18430:2,18430:2:1,обстановка,AMBIENCE#GENERAL,positive,33,43
18430:2,18430:2:2,интерьер,AMBIENCE#GENERAL,positive,47,55
18430:2,18430:2:3,меню,FOOD#QUALITY,positive,59,63
18430:3,18430:3:0,обслуживание,SERVICE#GENERAL,positive,29,41
18430:3,18430:3:1,атмосфера,AMBIENCE#GENERAL,positive,89,98
18430:3,18430:3:2,еды,FOOD#STYLE_OPTIONS,positive,151,154
18430:3,18430:3:3,алкогольных напитков,DRINKS#STYLE_OPTIONS,positive,157,177
18430:4,18430:4:0,музыка,AMBIENCE#GENERAL,negative,46,52
18430:4,18430:4:1,подсветки над столом,AMBIENCE#GENERAL,negative,65,85
18430:4,18430:4:2,заведении,RESTAURANT#GENERAL,negative,242,251
18430:4,18430:4:3,гардероба,RESTAURANT#MISCELLANEOUS,negative,275,284
18430:5,18430:5:0,депозит,SERVICE#GENERAL,neutral,22,29
18430:6,18430:6:0,заведением,RESTAURANT#GENERAL,positive,59,69
18430:7,18430:7:0,официанта,SERVICE#GENERAL,positive,42,51
18518:1,18518:1:0,Обслуживанием,SERVICE#GENERAL,positive,0,13
18518:2,18518:2:0,Официанты,SERVICE#GENERAL,positive,0,9
18518:3,18518:3:0,Порции,FOOD#STYLE_OPTIONS,positive,0,6
18518:4,18518:4:0,NULL,FOOD#QUALITY,positive,0,0
18518:5,18518:5:0,ресторан,RESTAURANT#GENERAL,positive,103,111
18518:6,18518:6:0,NULL,SERVICE#GENERAL,negative,0,0
18518:7,18518:7:0,NULL,SERVICE#GENERAL,negative,0,0
18518:8,18518:8:0,комплимент,SERVICE#GENERAL,positive,25,35
18518:9,18518:9:0,мороженое,FOOD#STYLE_OPTIONS,positive,8,17
18518:10,18518:10:0,NULL,FOOD#QUALITY,positive,0,0
18756:1,18756:1:0,обслуживание,SERVICE#GENERAL,neutral,45,57
18756:1,18756:1:1,пиво,DRINKS#PRICES,negative,91,95
18756:1,18756:1:2,"""Береста светлое """,DRINKS#QUALITY,negative,134,152
18756:1,18756:1:3,закуски к пиву,FOOD#QUALITY,positive,191,205
18756:1,18756:1:4,закуски к пиву,FOOD#STYLE_OPTIONS,positive,191,205
1878:0,1878:0:0,ресторане,RESTAURANT#GENERAL,positive,19,28
1878:1,1878:1:0,NULL,SERVICE#GENERAL,positive,0,0
1878:1,1878:1:1,атмосфера,AMBIENCE#GENERAL,positive,59,68
1878:2,1878:2:0,официантка,SERVICE#GENERAL,positive,14,24
1878:2,1878:2:1,обслуживание,SERVICE#GENERAL,positive,75,87
1878:3,1878:3:0,девушка,SERVICE#GENERAL,positive,37,44
1878:3,1878:3:1,блюда,FOOD#QUALITY,positive,129,134
1878:4,1878:4:0,NULL,LOCATION#GENERAL,negative,0,0
1878:4,1878:4:1,заведение,RESTAURANT#GENERAL,positive,120,129
18780:1,18780:1:0,ролл,FOOD#STYLE_OPTIONS,positive,30,34
18780:2,18780:2:0,роллы,FOOD#QUALITY,positive,15,20
18780:2,18780:2:1,блюд европейской кухни,FOOD#STYLE_OPTIONS,positive,59,81
18780:3,18780:3:0,роллов,FOOD#QUALITY,positive,6,12
18780:3,18780:3:1,заведение,RESTAURANT#GENERAL,positive,132,141
18780:3,18780:3:2,веранда,AMBIENCE#GENERAL,positive,297,304
18780:4,18780:4:0,еды,RESTAURANT#PRICES,neutral,144,147
18780:5,18780:5:0,место,RESTAURANT#GENERAL,positive,12,17
18780:5,18780:5:1,еды,FOOD#QUALITY,positive,50,53
18780:5,18780:5:2,обслуживания,SERVICE#GENERAL,positive,56,68
18983:2,18983:2:0,еда,FOOD#QUALITY,negative,24,27
18983:2,18983:2:1,рыба,FOOD#QUALITY,negative,77,81
18983:2,18983:2:2,мясо,FOOD#QUALITY,negative,87,91
18983:2,18983:2:3,соусом,FOOD#QUALITY,negative,133,139
18983:3,18983:3:0,мороженое с сыром гарганзолла,FOOD#QUALITY,positive,34,63
18983:5,18983:5:0,официанта,SERVICE#GENERAL,neutral,15,24
18983:7,18983:7:0,Интерьер,AMBIENCE#GENERAL,negative,0,8
18983:7,18983:7:1,линолиум,AMBIENCE#GENERAL,negative,47,55
18983:8,18983:8:0,Музыка,AMBIENCE#GENERAL,negative,0,6
18983:9,18983:9:0,Русское радио,AMBIENCE#GENERAL,negative,7,20
18983:10,18983:10:0,заведении,AMBIENCE#GENERAL,positive,47,56
19027:0,19027:0:0,NULL,SERVICE#GENERAL,negative,0,0
19027:0,19027:0:1,ресторан,RESTAURANT#GENERAL,positive,8,16
19027:1,19027:1:0,Официанты,SERVICE#GENERAL,positive,0,9
19027:1,19027:1:1,сервис,SERVICE#GENERAL,positive,41,47
19027:2,19027:2:0,кухни,FOOD#QUALITY,negative,13,18
19027:3,19027:3:0,NULL,SERVICE#GENERAL,negative,0,0
19027:4,19027:4:0,интерьер,AMBIENCE#GENERAL,positive,0,8
19027:4,19027:4:1,персонал,SERVICE#GENERAL,positive,18,26
19027:4,19027:4:2,кухня,FOOD#QUALITY,negative,36,41
19111:2,19111:2:0,Персонал,SERVICE#GENERAL,positive,0,8
19111:2,19111:2:1,официантка,SERVICE#GENERAL,positive,25,35
19111:3,19111:3:0,дядечка,SERVICE#GENERAL,positive,12,19
19111:3,19111:3:1,персонала,SERVICE#GENERAL,positive,71,80
19111:5,19111:5:0,Зал,AMBIENCE#GENERAL,positive,0,3
19111:5,19111:5:1,мебель,AMBIENCE#GENERAL,neutral,13,19
19111:5,19111:5:2,телевизор,AMBIENCE#GENERAL,positive,39,48
19111:6,19111:6:0,чешские спиртные напитки,DRINKS#STYLE_OPTIONS,negative,24,48
19111:7,19111:7:0,виски,DRINKS#QUALITY,positive,17,22
19111:9,19111:9:0,качеству блюд,FOOD#QUALITY,neutral,12,25
19111:10,19111:10:0,NULL,FOOD#QUALITY,neutral,0,0
19111:11,19111:11:0,ресторан,RESTAURANT#GENERAL,positive,8,16
19265:0,19265:0:0,место,RESTAURANT#GENERAL,positive,95,100
19265:1,19265:1:0,место,RESTAURANT#GENERAL,positive,19,24
19265:2,19265:2:0,место,RESTAURANT#GENERAL,positive,46,51
19265:2,19265:2:1,интерьер,AMBIENCE#GENERAL,positive,64,72
19265:3,19265:3:0,Персонал,SERVICE#GENERAL,positive,0,8
19265:4,19265:4:0,Еда,FOOD#QUALITY,neutral,0,3
19265:4,19265:4:1,порции,FOOD#STYLE_OPTIONS,positive,32,38
19265:5,19265:5:0,NULL,AMBIENCE#GENERAL,negative,0,0
19439:2,19439:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
19439:3,19439:3:0,Ресторан,RESTAURANT#GENERAL,positive,15,23
19439:5,19439:5:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
19439:6,19439:6:0,Столики,AMBIENCE#GENERAL,positive,0,7
19439:7,19439:7:0,Обслуживание,SERVICE#GENERAL,positive,0,12
19439:10,19439:10:0,NULL,SERVICE#GENERAL,positive,0,0
19439:11,19439:11:0,Кухня,FOOD#QUALITY,positive,0,5
19439:11,19439:11:1,салаты,FOOD#QUALITY,positive,17,23
19439:11,19439:11:2,порции,FOOD#STYLE_OPTIONS,positive,42,48
19439:12,19439:12:0,Горячее,FOOD#QUALITY,positive,0,7
19439:13,19439:13:0,Медальоны из телятины,FOOD#QUALITY,positive,0,21
19439:13,19439:13:1,мясо,FOOD#QUALITY,positive,34,38
19439:13,19439:13:2,соус,FOOD#QUALITY,positive,52,56
19439:14,19439:14:0,Утка в апельсиновом соусе,FOOD#QUALITY,positive,0,25
19439:15,19439:15:0,Десерт,FOOD#QUALITY,positive,0,6
19439:15,19439:15:1,бизе со сливками и фруктами,FOOD#QUALITY,positive,8,35
19439:17,19439:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
19439:18,19439:18:0,NULL,RESTAURANT#GENERAL,positive,0,0
19439:19,19439:19:0,NULL,RESTAURANT#GENERAL,positive,0,0
19467:9,19467:9:0,Официантка,SERVICE#GENERAL,positive,0,10
19467:10,19467:10:0,Сервис,SERVICE#GENERAL,neutral,0,6
19467:12,19467:12:0,Кухня,FOOD#QUALITY,positive,0,5
19467:13,19467:13:0,Меню,FOOD#STYLE_OPTIONS,positive,0,4
19467:14,19467:14:0,Салаты,FOOD#QUALITY,positive,0,6
19467:14,19467:14:1,паста,FOOD#QUALITY,positive,9,14
19467:15,19467:15:0,Алкоголь,DRINKS#QUALITY,positive,0,8
19467:16,19467:16:0,NULL,RESTAURANT#PRICES,neutral,0,0
19467:17,19467:17:0,Терраса,RESTAURANT#GENERAL,positive,8,15
19503:0,19503:0:0,обслуживание,SERVICE#GENERAL,positive,67,79
19503:0,19503:0:1,администратор,SERVICE#GENERAL,positive,134,147
19503:0,19503:0:2,столик,AMBIENCE#GENERAL,positive,200,206
19503:0,19503:0:3,вид,LOCATION#GENERAL,positive,234,237
19503:1,19503:1:0,девушка-официант,SERVICE#GENERAL,positive,31,47
19503:2,19503:2:0,NULL,SERVICE#GENERAL,positive,0,0
19503:2,19503:2:1,фондю,FOOD#QUALITY,neutral,11,16
19503:3,19503:3:0,Официант,SERVICE#GENERAL,positive,0,8
19503:3,19503:3:1,обслуживающий персонал,SERVICE#GENERAL,positive,16,38
19503:4,19503:4:0,NULL,SERVICE#GENERAL,positive,0,0
19503:5,19503:5:0,"""Чердак Художника""",RESTAURANT#GENERAL,positive,7,25
19503:6,19503:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
19677:0,19677:0:0,кафе,RESTAURANT#GENERAL,positive,47,51
19677:1,19677:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
19677:2,19677:2:0,кухня,FOOD#QUALITY,positive,48,53
19677:3,19677:3:0,порции,FOOD#STYLE_OPTIONS,positive,8,14
19677:3,19677:3:1,салаты,FOOD#PRICES,positive,27,33
19677:3,19677:3:2,салаты,FOOD#QUALITY,positive,27,33
19677:3,19677:3:3,горячее,FOOD#QUALITY,positive,36,43
19677:3,19677:3:4,горячее,FOOD#PRICES,positive,36,43
19677:4,19677:4:0,обслуживание,SERVICE#GENERAL,positive,28,40
19677:5,19677:5:0,администратору,SERVICE#GENERAL,positive,18,32
19677:6,19677:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
19677:7,19677:7:0,торт,FOOD#QUALITY,positive,27,31
19677:8,19677:8:0,кафе,RESTAURANT#GENERAL,positive,43,47
19677:9,19677:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
19677:10,19677:10:0,NULL,AMBIENCE#GENERAL,positive,0,0
19746:2,19746:2:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
19746:4,19746:4:0,официанта,SERVICE#GENERAL,positive,33,42
19746:4,19746:4:1,обслуживания,SERVICE#GENERAL,positive,53,65
19746:5,19746:5:0,NULL,SERVICE#GENERAL,positive,0,0
19746:7,19746:7:0,NULL,FOOD#QUALITY,positive,0,0
19746:8,19746:8:0,блюда,FOOD#QUALITY,positive,11,16
19746:8,19746:8:1,продуктов,FOOD#QUALITY,positive,77,86
19746:8,19746:8:2,официант,SERVICE#GENERAL,negative,191,199
19746:9,19746:9:0,NULL,SERVICE#GENERAL,negative,0,0
19746:10,19746:10:0,NULL,SERVICE#GENERAL,negative,0,0
19817:0,19817:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
19817:1,19817:1:0,атмосфера,AMBIENCE#GENERAL,positive,25,34
19817:1,19817:1:1,музыка,AMBIENCE#GENERAL,positive,50,56
19817:1,19817:1:2,столик,AMBIENCE#GENERAL,positive,97,103
19817:3,19817:3:0,заведении,AMBIENCE#GENERAL,positive,38,47
19817:4,19817:4:0,Кухня,FOOD#QUALITY,positive,0,5
19817:5,19817:5:0,NULL,RESTAURANT#PRICES,positive,0,0
19817:6,19817:6:0,Рыба,FOOD#QUALITY,neutral,0,4
19817:7,19817:7:0,роллов,FOOD#QUALITY,positive,46,52
19817:7,19817:7:1,роллов,FOOD#STYLE_OPTIONS,negative,46,52
19817:8,19817:8:0,Супы,FOOD#QUALITY,positive,0,4
19817:9,19817:9:0,свежевыжатые соки,DRINKS#QUALITY,positive,15,32
19817:12,19817:12:0,Драники с беконом,FOOD#STYLE_OPTIONS,positive,0,17
19817:12,19817:12:1,Драники с беконом,FOOD#QUALITY,positive,0,17
19817:13,19817:13:0,обслуживанием,SERVICE#GENERAL,positive,2,15
19817:14,19817:14:0,официантку,SERVICE#GENERAL,negative,31,41
19817:15,19817:15:0,NULL,SERVICE#GENERAL,positive,0,0
19817:16,19817:16:0,NULL,SERVICE#GENERAL,neutral,0,0
19817:17,19817:17:0,NULL,RESTAURANT#PRICES,positive,0,0
19817:18,19817:18:0,обслуживанием,SERVICE#GENERAL,positive,8,21
19817:19,19817:19:0,место,RESTAURANT#GENERAL,positive,17,22
19817:19,19817:19:1,суши,FOOD#QUALITY,positive,55,59
19817:19,19817:19:2,роллы,FOOD#QUALITY,positive,62,67
20021:1,20021:1:0,вывеска,RESTAURANT#MISCELLANEOUS,negative,42,49
20021:2,20021:2:0,столиков,AMBIENCE#GENERAL,positive,115,123
20021:2,20021:2:1,барная стойка,AMBIENCE#GENERAL,positive,130,143
20021:2,20021:2:2,столик,AMBIENCE#GENERAL,positive,174,180
20021:2,20021:2:3,диваном,AMBIENCE#GENERAL,positive,207,214
20021:2,20021:2:4,подушками,AMBIENCE#GENERAL,positive,217,226
20021:3,20021:3:0,интерьер,AMBIENCE#GENERAL,positive,0,8
20021:3,20021:3:1,картины,AMBIENCE#GENERAL,positive,48,55
20021:3,20021:3:2,занавесочки,AMBIENCE#GENERAL,positive,57,68
20021:5,20021:5:0,барная карта,DRINKS#STYLE_OPTIONS,positive,0,12
20021:5,20021:5:1,кальян,RESTAURANT#PRICES,negative,59,65
20021:6,20021:6:0,еды,FOOD#STYLE_OPTIONS,negative,6,9
20021:6,20021:6:1,тарелку фруктов,FOOD#STYLE_OPTIONS,positive,32,47
20021:6,20021:6:2,салат,FOOD#STYLE_OPTIONS,positive,50,55
20021:6,20021:6:3,помещения,AMBIENCE#GENERAL,negative,154,163
20021:7,20021:7:0,NULL,SERVICE#GENERAL,negative,0,0
20021:8,20021:8:0,Сервис,SERVICE#GENERAL,positive,0,6
20021:8,20021:8:1,бармена,SERVICE#GENERAL,positive,25,32
20021:9,20021:9:0,место,RESTAURANT#GENERAL,positive,0,5
20021:9,20021:9:1,барную стойку,AMBIENCE#GENERAL,positive,120,133
20021:9,20021:9:2,барменом,SERVICE#GENERAL,positive,176,184
2006:1,2006:1:0,обслуживанием,SERVICE#GENERAL,positive,40,53
2006:1,2006:1:1,блюдами,FOOD#QUALITY,positive,79,86
2006:2,2006:2:0,атмосфера,AMBIENCE#GENERAL,positive,30,39
2006:3,2006:3:0,десерт тирамису,FOOD#QUALITY,positive,52,67
2006:4,2006:4:0,десерта,FOOD#QUALITY,positive,16,23
2006:5,2006:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
2006:6,2006:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
20086:3,20086:3:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
20086:3,20086:3:1,мебель,AMBIENCE#GENERAL,positive,55,61
20086:4,20086:4:0,Меню,FOOD#PRICES,neutral,0,4
20086:4,20086:4:1,Меню,FOOD#STYLE_OPTIONS,neutral,0,4
20086:5,20086:5:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
20086:6,20086:6:0,обслуживающего персонала,SERVICE#GENERAL,neutral,38,62
20086:7,20086:7:0,персонал,SERVICE#GENERAL,neutral,25,33
20086:9,20086:9:0,салатов,FOOD#QUALITY,neutral,12,19
20086:9,20086:9:1,десерты,FOOD#QUALITY,negative,45,52
20086:10,20086:10:0,NULL,RESTAURANT#GENERAL,neutral,0,0
20397:0,20397:0:0,Набережную,RESTAURANT#GENERAL,positive,23,33
20397:1,20397:1:0,Ресторан,AMBIENCE#GENERAL,positive,0,8
20397:2,20397:2:0,столики,AMBIENCE#GENERAL,positive,0,7
20397:3,20397:3:0,пиво,DRINKS#QUALITY,positive,8,12
20397:5,20397:5:0,"Малиновое ""Аптекарское""",FOOD#QUALITY,positive,0,23
20397:6,20397:6:0,Обслуживание,SERVICE#GENERAL,positive,0,12
20397:6,20397:6:1,девушка,SERVICE#GENERAL,positive,82,89
20397:7,20397:7:0,NULL,SERVICE#GENERAL,positive,0,0
20397:8,20397:8:0,Салаты,FOOD#QUALITY,positive,0,6
20397:8,20397:8:1,"свинина с сыром Фета, фисташками и грибным соусом",FOOD#QUALITY,positive,16,65
20397:9,20397:9:0,Паста с морепродуктами,FOOD#QUALITY,positive,0,22
